A_x,A_y,B_x,B_y,A_native_x,A_native_y,B_native_x,B_native_y,A_lon,A_lat,B_lon,B_lat,geo_distance_deg
120.0,5990.0,70.0,5670.0,1200,59900,700,56700,56.6434817,-62.1621807,56.6440795,-62.1623395,0.0006185323596979128
130.0,5990.0,80.0,5670.0,1300,59900,800,56700,56.6453803,-62.1621328,56.6460172,-62.1623151,0.0006624763392031392
140.0,5990.0,90.0,5670.0,1400,59900,900,56700,56.6472789,-62.1620849,56.6479552,-62.1622907,0.0007069196064558209
150.0,5990.0,100.0,5670.0,1500,59900,1000,56700,56.6491776,-62.162037,56.6498934,-62.1622663,0.0007516303147179523
160.0,5990.0,110.0,5670.0,1600,59900,1100,56700,56.6510763,-62.161989,56.6518318,-62.1622419,0.0007967048763469073
170.0,5990.0,120.0,5670.0,1700,59900,1200,56700,56.6529752,-62.1619411,56.6537705,-62.1622174,0.0008419286074256811
180.0,5990.0,130.0,5670.0,1800,59900,1300,56700,56.6548741,-62.1618931,56.6557094,-62.1621929,0.0008874717629298808
190.0,5990.0,140.0,5670.0,1900,59900,1400,56700,56.656773,-62.161845,56.6576485,-62.1621684,0.0009333208505108866
200.0,5990.0,150.0,5670.0,2000,59900,1500,56700,56.6586721,-62.1617969,56.6595879,-62.1621439,0.0009793358157450423
240.0,5990.0,180.0,5670.0,2400,59900,1800,56700,56.6662689,-62.1616043,56.6654074,-62.1620701,0.0009793630021596564
250.0,5990.0,190.0,5670.0,2500,59900,1900,56700,56.6681683,-62.1615561,56.6673477,-62.1620454,0.000955405071157633
260.0,5990.0,200.0,5670.0,2600,59900,2000,56700,56.6700678,-62.1615078,56.6692883,-62.1620207,0.0009331059211027322
270.0,5990.0,210.0,5660.0,2700,59900,2100,56600,56.6719673,-62.1614595,56.6711319,-62.1611107,0.0009052925493992733
280.0,5990.0,220.0,5660.0,2800,59900,2200,56600,56.6738669,-62.1614112,56.6730728,-62.161086,0.0008581082973636253
290.0,5990.0,230.0,5660.0,2900,59900,2300,56600,56.6757666,-62.1613629,56.675014,-62.1610612,0.0008108203561882192
300.0,5990.0,240.0,5660.0,3000,59900,2400,56600,56.6776663,-62.1613145,56.6769555,-62.1610364,0.0007632668275261586
310.0,5990.0,250.0,5660.0,3100,59900,2500,56600,56.6795661,-62.1612661,56.6788971,-62.1610116,0.0007157731833487171
320.0,5990.0,260.0,5660.0,3200,59900,2600,56600,56.681466,-62.1612176,56.680839,-62.1609867,0.0006681645081872133
330.0,5990.0,270.0,5660.0,3300,59900,2700,56600,56.683366,-62.1611691,56.6827812,-62.1609618,0.0006204549379271612
340.0,5990.0,280.0,5660.0,3400,59900,2800,56600,56.685266,-62.1611206,56.6847236,-62.1609369,0.0005726634701098537
350.0,5990.0,290.0,5660.0,3500,59900,2900,56600,56.6871661,-62.1610721,56.6866662,-62.160912,0.0005249114401493392
360.0,5990.0,300.0,5660.0,3600,59900,3000,56600,56.6890662,-62.1610235,56.688609,-62.160887,0.00047714158275994153
370.0,5990.0,310.0,5660.0,3700,59900,3100,56600,56.6909665,-62.1609749,56.6905521,-62.160862,0.00042950409777177135
380.0,5990.0,320.0,5660.0,3800,59900,3200,56600,56.6928668,-62.1609262,56.6924954,-62.160837,0.0003819615163844844
390.0,5990.0,330.0,5660.0,3900,59900,3300,56600,56.6947672,-62.1608776,56.694439,-62.160812,0.00033469179852347464
400.0,5990.0,340.0,5660.0,4000,59900,3400,56600,56.6966676,-62.1608288,56.6963828,-62.1607869,0.00028786568047881213
410.0,5990.0,350.0,5660.0,4100,59900,3500,56600,56.6985681,-62.1607801,56.6983268,-62.1607618,0.00024199293378673702
420.0,5990.0,360.0,5660.0,4200,59900,3600,56600,56.7004687,-62.1607313,56.7002711,-62.1607366,0.00019767106515608876
430.0,5990.0,370.0,5660.0,4300,59900,3700,56600,56.7023694,-62.1606825,56.7022156,-62.1607115,0.0001565101913607112
440.0,5990.0,380.0,5660.0,4400,59900,3800,56600,56.7042701,-62.1606337,56.7041603,-62.1606863,0.0001217489219717933
450.0,5990.0,390.0,5660.0,4500,59900,3900,56600,56.7061709,-62.1605849,56.7061053,-62.1606611,0.00010054750120796585
460.0,5990.0,400.0,5660.0,4600,59900,4000,56600,56.7080717,-62.160536,56.7080505,-62.1606358,0.00010202685920950444
470.0,5990.0,410.0,5660.0,4700,59900,4100,56600,56.7099727,-62.160487,56.7099959,-62.1606105,0.00012566021645095892
480.0,5990.0,420.0,5660.0,4800,59900,4200,56600,56.7118737,-62.1604381,56.7119416,-62.1605852,0.00016201487586177355
490.0,5990.0,430.0,5660.0,4900,59900,4300,56600,56.7137748,-62.1603891,56.7138875,-62.1605599,0.0002046312048509409
500.0,5990.0,440.0,5660.0,5000,59900,4400,56600,56.7156759,-62.1603401,56.7158337,-62.1605345,0.000250384104923181
510.0,5990.0,450.0,5660.0,5100,59900,4500,56600,56.7175771,-62.160291,56.7177801,-62.1605091,0.00029795404007782774
520.0,5990.0,460.0,5660.0,5200,59900,4600,56600,56.7194784,-62.1602419,56.7197267,-62.1604837,0.00034658351086025294
530.0,5990.0,470.0,5660.0,5300,59900,4700,56600,56.7213798,-62.1601928,56.7216736,-62.1604583,0.0003959907700986806
540.0,5990.0,480.0,5660.0,5400,59900,4800,56600,56.7232812,-62.1601437,56.7236207,-62.1604328,0.0004459137360509228
550.0,5990.0,490.0,5660.0,5500,59900,4900,56600,56.7251827,-62.1600945,56.725568,-62.1604073,0.0004962861372291242
560.0,5990.0,500.0,5660.0,5600,59900,5000,56600,56.7270843,-62.1600453,56.7275156,-62.1603817,0.000546977741774999
570.0,5990.0,510.0,5660.0,5700,59900,5100,56600,56.728986,-62.159996,56.7294634,-62.1603562,0.0005980424734107371
580.0,5990.0,520.0,5660.0,5800,59900,5200,56600,56.7308877,-62.1599468,56.7314115,-62.1603306,0.0006493603622063751
590.0,5990.0,530.0,5650.0,5900,59900,5300,56500,56.7327895,-62.1598975,56.7332608,-62.1594197,0.0006711307845666195
600.0,5990.0,540.0,5650.0,6000,59900,5400,56500,56.7346913,-62.1598481,56.7352093,-62.1593941,0.0006887960510902349
610.0,5990.0,550.0,5650.0,6100,59900,5500,56500,56.7365933,-62.1597988,56.737158,-62.1593684,0.0007100213024953191
620.0,5990.0,560.0,5650.0,6200,59900,5600,56500,56.7384953,-62.1597494,56.7391069,-62.1593427,0.0007344790330615393
630.0,5990.0,570.0,5650.0,6300,59900,5700,56500,56.7403973,-62.1596999,56.7410561,-62.159317,0.0007619907151687518
640.0,5990.0,580.0,5650.0,6400,59900,5800,56500,56.7422995,-62.1596505,56.7430055,-62.1592912,0.0007921694831291059
650.0,5990.0,590.0,5650.0,6500,59900,5900,56500,56.7442017,-62.159601,56.7449552,-62.1592654,0.0008248573270587821
660.0,5990.0,600.0,5650.0,6600,59900,6000,56500,56.746104,-62.1595514,56.7469051,-62.1592396,0.0008596397210424798
670.0,5990.0,610.0,5650.0,6700,59900,6100,56500,56.7480063,-62.1595019,56.7488552,-62.1592138,0.0008964556988503441
680.0,5990.0,620.0,5650.0,6800,59900,6200,56500,56.7499088,-62.1594523,56.7508056,-62.1591879,0.0009349639565238331
690.0,5990.0,630.0,5650.0,6900,59900,6300,56500,56.7518113,-62.1594027,56.7527562,-62.159162,0.0009750756380918575
710.0,5990.0,640.0,5650.0,7100,59900,6400,56500,56.7556165,-62.1593033,56.754707,-62.1591361,0.0009247410934946962
720.0,5990.0,650.0,5650.0,7200,59900,6500,56500,56.7575192,-62.1592536,56.7566581,-62.1591101,0.000872975062639571
730.0,5990.0,660.0,5650.0,7300,59900,6600,56500,56.759422,-62.1592039,56.7586094,-62.1590841,0.0008213834670879195
740.0,5990.0,670.0,5650.0,7400,59900,6700,56500,56.7613248,-62.1591541,56.760561,-62.1590581,0.0007698093530161671
750.0,5990.0,680.0,5650.0,7500,59900,6800,56500,56.7632278,-62.1591043,56.7625128,-62.1590321,0.0007186360970617605
760.0,5990.0,690.0,5650.0,7600,59900,6900,56500,56.7651308,-62.1590544,56.7644648,-62.159006,0.0006677563627579609
770.0,5990.0,700.0,5650.0,7700,59900,7000,56500,56.7670338,-62.1590045,56.7664171,-62.1589799,0.0006171904487291746
780.0,5990.0,710.0,5650.0,7800,59900,7100,56500,56.768937,-62.1589546,56.7683696,-62.1589538,0.0005674005639770819
790.0,5990.0,720.0,5650.0,7900,59900,7200,56500,56.7708402,-62.1589047,56.7703224,-62.1589276,0.0005183061354107122
800.0,5990.0,730.0,5650.0,8000,59900,7300,56500,56.7727435,-62.1588547,56.7722754,-62.1589014,0.00047042374514793894
810.0,5990.0,740.0,5650.0,8100,59900,7400,56500,56.7746468,-62.1588047,56.7742286,-62.1588752,0.00042410080169550676
820.0,5990.0,750.0,5650.0,8200,59900,7500,56500,56.7765503,-62.1587547,56.7761821,-62.158849,0.00038008384600838376
830.0,5990.0,760.0,5650.0,8300,59900,7600,56500,56.7784538,-62.1587046,56.7781358,-62.1588227,0.00033922206591025504
840.0,5990.0,770.0,5650.0,8400,59900,7700,56500,56.7803573,-62.1586545,56.7800897,-62.1587964,0.00030289498180260195
850.0,5990.0,780.0,5650.0,8500,59900,7800,56500,56.782261,-62.1586044,56.7820439,-62.1587701,0.0002731096849235754
860.0,5990.0,790.0,5650.0,8600,59900,7900,56500,56.7841647,-62.1585542,56.7839983,-62.1587437,0.00025218883797864544
870.0,5990.0,800.0,5650.0,8700,59900,8000,56500,56.7860685,-62.158504,56.785953,-62.1587173,0.0002425636823585785
880.0,5990.0,810.0,5650.0,8800,59900,8100,56500,56.7879723,-62.1584538,56.7879079,-62.1586909,0.0002456903946090093
890.0,5990.0,820.0,5650.0,8900,59900,8200,56500,56.7898762,-62.1584036,56.789863,-62.1586644,0.000261133835417541
900.0,5990.0,830.0,5650.0,9000,59900,8300,56500,56.7917802,-62.1583533,56.7918184,-62.158638,0.0002872513359427057
910.0,5990.0,840.0,5650.0,9100,59900,8400,56500,56.7936843,-62.1583029,56.793774,-62.1586115,0.0003213721363114811
920.0,5990.0,850.0,5650.0,9200,59900,8500,56500,56.7955885,-62.1582526,56.7957299,-62.1585849,0.00036113328564615297
930.0,5990.0,860.0,5650.0,9300,59900,8600,56500,56.7974927,-62.1582022,56.797686,-62.1585584,0.0004052694535724562
940.0,5990.0,870.0,5650.0,9400,59900,8700,56500,56.799397,-62.1581518,56.7996423,-62.1585318,0.00045229646251258024
950.0,5990.0,880.0,5650.0,9500,59900,8800,56500,56.8013013,-62.1581013,56.8015989,-62.1585052,0.0005016980865057651
960.0,5990.0,890.0,5640.0,9600,59900,8900,56400,56.8032058,-62.1580509,56.8034552,-62.1575936,0.0005208873678650188
970.0,5990.0,900.0,5640.0,9700,59900,9000,56400,56.8051103,-62.1580004,56.8054122,-62.1575669,0.0005282668454462714
980.0,5990.0,910.0,5640.0,9800,59900,9100,56400,56.8070148,-62.1579498,56.8073694,-62.1575402,0.0005417686960308971
990.0,5990.0,920.0,5640.0,9900,59900,9200,56400,56.8089195,-62.1578992,56.8093269,-62.1575135,0.0005610162653632658
1000.0,5990.0,930.0,5640.0,10000,59900,9300,56400,56.8108242,-62.1578486,56.8112846,-62.1574867,0.0005856105958761485
1010.0,5990.0,940.0,5640.0,10100,59900,9400,56400,56.812729,-62.157798,56.8132426,-62.15746,0.0006148405972320391
1020.0,5990.0,950.0,5640.0,10200,59900,9500,56400,56.8146338,-62.1577473,56.8152008,-62.1574331,0.000648236561754361
1030.0,5990.0,960.0,5640.0,10300,59900,9600,56400,56.8165388,-62.1576966,56.8171592,-62.1574063,0.0006849600353341608
1040.0,5990.0,970.0,5640.0,10400,59900,9700,56400,56.8184438,-62.1576459,56.8191179,-62.1573794,0.0007248676155021819
1050.0,5990.0,980.0,5640.0,10500,59900,9800,56400,56.8203489,-62.1575951,56.8210768,-62.1573525,0.0007672634293393714
1060.0,5990.0,990.0,5640.0,10600,59900,9900,56400,56.822254,-62.1575443,56.823036,-62.1573256,0.000812005966727166
1070.0,5990.0,1000.0,5640.0,10700,59900,10000,56400,56.8241592,-62.1574935,56.8249954,-62.1572986,0.0008586130968048288
1080.0,5990.0,1010.0,5640.0,10800,59900,10100,56400,56.8260645,-62.1574426,56.826955,-62.1572716,0.0009067696785817614
1090.0,5990.0,1020.0,5640.0,10900,59900,10200,56400,56.8279699,-62.1573917,56.8289149,-62.1572446,0.0009563803688923901
1110.0,5990.0,1030.0,5640.0,11100,59900,10300,56400,56.8317808,-62.1572899,56.830875,-62.1572176,0.000908680873572571
1120.0,5990.0,1040.0,5640.0,11200,59900,10400,56400,56.8336864,-62.1572389,56.8328354,-62.1571905,0.0008523752460012953
1130.0,5990.0,1050.0,5640.0,11300,59900,10500,56400,56.8355921,-62.1571878,56.834796,-62.1571634,0.0007964738351030142
1140.0,5990.0,1060.0,5640.0,11400,59900,10600,56400,56.8374978,-62.1571368,56.8367568,-62.1571362,0.0007410002429128279
1150.0,5990.0,1070.0,5640.0,11500,59900,10700,56400,56.8394036,-62.1570857,56.8387179,-62.1571091,0.000686099154639771
1160.0,5990.0,1080.0,5640.0,11600,59900,10800,56400,56.8413095,-62.1570346,56.8406793,-62.1570819,0.0006319725706105373
1170.0,5990.0,1090.0,5640.0,11700,59900,10900,56400,56.8432154,-62.1569834,56.8426408,-62.1570546,0.0005789944732036177
1180.0,5990.0,1100.0,5640.0,11800,59900,11000,56400,56.8451215,-62.1569323,56.8446026,-62.1570274,0.0005275426238655277
1190.0,5990.0,1110.0,5640.0,11900,59900,11100,56400,56.8470275,-62.1568811,56.8465647,-62.1570001,0.00047785441297589144
1199.9,5990.0,1120.0,5640.0,11999,59900,11200,56400,56.8489146,-62.1568303,56.848527,-62.1569728,0.0004129649016579148
50.0,6000.0,0.0,5680.0,500,60000,0,56800,56.6302654,-62.1634364,56.6306189,-62.163395,0.000355916015377251
60.0,6000.0,10.0,5680.0,600,60000,100,56800,56.6321635,-62.1633887,56.6325551,-62.1633709,0.0003920043367111742
70.0,6000.0,20.0,5680.0,700,60000,200,56800,56.6340617,-62.1633411,56.6344914,-62.1633467,0.00042973648903064563
80.0,6000.0,30.0,5680.0,800,60000,300,56800,56.6359599,-62.1632934,56.6364281,-62.1633225,0.00046910345340892327
90.0,6000.0,40.0,5680.0,900,60000,400,56800,56.6378583,-62.1632456,56.6383649,-62.1632982,0.0005093233943193728
100.0,6000.0,50.0,5680.0,1000,60000,500,56800,56.6397567,-62.1631979,56.640302,-62.163274,0.0005505845075907329
110.0,6000.0,60.0,5680.0,1100,60000,600,56800,56.6416551,-62.1631501,56.6422393,-62.1632497,0.000592629563891487
120.0,6000.0,70.0,5680.0,1200,60000,700,56800,56.6435537,-62.1631023,56.6441769,-62.1632253,0.0006352221973452731
130.0,6000.0,80.0,5680.0,1300,60000,800,56800,56.6454523,-62.1630544,56.6461147,-62.163201,0.0006784285666117459
140.0,6000.0,90.0,5680.0,1400,60000,900,56800,56.647351,-62.1630065,56.6480527,-62.1631766,0.0007220227835740907
150.0,6000.0,100.0,5680.0,1500,60000,1000,56800,56.6492497,-62.1629586,56.6499909,-62.1631522,0.0007660668378142327
160.0,6000.0,110.0,5680.0,1600,60000,1100,56800,56.6511485,-62.1629107,56.6519294,-62.1631278,0.0008105166377094177
170.0,6000.0,120.0,5680.0,1700,60000,1200,56800,56.6530474,-62.1628627,56.6538681,-62.1631033,0.000855240814040047
180.0,6000.0,130.0,5680.0,1800,60000,1300,56800,56.6549464,-62.1628147,56.6558071,-62.1630788,0.0009003073364113356
190.0,6000.0,140.0,5680.0,1900,60000,1400,56800,56.6568454,-62.1627666,56.6577463,-62.1630543,0.0009457230567119907
200.0,6000.0,150.0,5680.0,2000,60000,1500,56800,56.6587445,-62.1627186,56.6596857,-62.1630297,0.0009912823260819503
220.0,6000.0,160.0,5680.0,2200,60000,1600,56800,56.6625429,-62.1626223,56.6616254,-62.1630052,0.0009941924662752362
230.0,6000.0,170.0,5680.0,2300,60000,1700,56800,56.6644422,-62.1625741,56.6635653,-62.1629806,0.0009665380799534524
240.0,6000.0,180.0,5680.0,2400,60000,1800,56800,56.6663416,-62.1625259,56.6655054,-62.1629559,0.0009402821066065979
250.0,6000.0,190.0,5680.0,2500,60000,1900,56800,56.668241,-62.1624777,56.6674458,-62.1629313,0.0009154758325583354
260.0,6000.0,200.0,5680.0,2600,60000,2000,56800,56.6701405,-62.1624294,56.6693864,-62.1629066,0.0008924049809372124
270.0,6000.0,210.0,5680.0,2700,60000,2100,56800,56.6720401,-62.1623812,56.6713272,-62.1628819,0.0008711641062384667
280.0,6000.0,220.0,5670.0,2800,60000,2200,56700,56.6739398,-62.1623328,56.6731701,-62.1619712,0.0008504073435698198
290.0,6000.0,230.0,5670.0,2900,60000,2300,56700,56.6758395,-62.1622845,56.6751114,-62.1619465,0.0008027288521067004
300.0,6000.0,240.0,5670.0,3000,60000,2400,56700,56.6777393,-62.1622361,56.6770528,-62.1619217,0.0007550692749682217
310.0,6000.0,250.0,5670.0,3100,60000,2500,56700,56.6796392,-62.1621877,56.6789946,-62.1618968,0.0007072000919046387
320.0,6000.0,260.0,5670.0,3200,60000,2600,56700,56.6815391,-62.1621392,56.6809365,-62.161872,0.000659183282553961
330.0,6000.0,270.0,5670.0,3300,60000,2700,56700,56.6834391,-62.1620907,56.6828787,-62.1618471,0.0006110557421350088
340.0,6000.0,280.0,5670.0,3400,60000,2800,56700,56.6853392,-62.1620422,56.6848212,-62.1618222,0.0005627823735681678
350.0,6000.0,290.0,5670.0,3500,60000,2900,56700,56.6872393,-62.1619937,56.6867638,-62.1617973,0.000514464002625575
360.0,6000.0,300.0,5670.0,3600,60000,3000,56700,56.6891395,-62.1619451,56.6887067,-62.1617723,0.0004660211154046998
370.0,6000.0,310.0,5670.0,3700,60000,3100,56700,56.6910398,-62.1618965,56.6906499,-62.1617473,0.00041747173557035396
380.0,6000.0,320.0,5670.0,3800,60000,3200,56700,56.6929402,-62.1618478,56.6925932,-62.1617223,0.0003689976287219186
390.0,6000.0,330.0,5670.0,3900,60000,3300,56700,56.6948406,-62.1617992,56.6945369,-62.1616972,0.0003203711753535773
400.0,6000.0,340.0,5670.0,4000,60000,3400,56700,56.6967411,-62.1617505,56.6964807,-62.1616721,0.00027194617113915007
410.0,6000.0,350.0,5670.0,4100,60000,3500,56700,56.6986417,-62.1617017,56.6984248,-62.161647,0.00022369108163317508
420.0,6000.0,360.0,5670.0,4200,60000,3600,56700,56.7005423,-62.1616529,56.7003691,-62.1616219,0.00017595237992036885
430.0,6000.0,370.0,5670.0,4300,60000,3700,56700,56.702443,-62.1616041,56.7023137,-62.1615967,0.00012951158249833672
440.0,6000.0,380.0,5670.0,4400,60000,3800,56700,56.7043438,-62.1615553,56.7042584,-62.1615715,8.69229543863791e-05
450.0,6000.0,390.0,5670.0,4500,60000,3900,56700,56.7062447,-62.1615065,56.7062035,-62.1615463,5.728420375245855e-05
460.0,6000.0,400.0,5670.0,4600,60000,4000,56700,56.7081456,-62.1614576,56.7081487,-62.161521,6.34757434005273e-05
470.0,6000.0,410.0,5670.0,4700,60000,4100,56700,56.7100466,-62.1614086,56.7100942,-62.1614958,9.934586050495155e-05
480.0,6000.0,420.0,5670.0,4800,60000,4200,56700,56.7119477,-62.1613597,56.71204,-62.1614705,0.00014420794014236355
490.0,6000.0,430.0,5670.0,4900,60000,4300,56700,56.7138488,-62.1613107,56.713986,-62.1614451,0.00019206040716243295
500.0,6000.0,440.0,5670.0,5000,60000,4400,56700,56.71575,-62.1612617,56.7159322,-62.1614198,0.0002412311132486201
510.0,6000.0,450.0,5670.0,5100,60000,4500,56700,56.7176513,-62.1612126,56.7178786,-62.1613944,0.00029106104170683364
520.0,6000.0,460.0,5670.0,5200,60000,4600,56700,56.7195526,-62.1611635,56.7198253,-62.1613689,0.00034140071762890623
530.0,6000.0,470.0,5670.0,5300,60000,4700,56700,56.7214541,-62.1611144,56.7217722,-62.1613435,0.00039201329058538207
540.0,6000.0,480.0,5670.0,5400,60000,4800,56700,56.7233555,-62.1610653,56.7237194,-62.161318,0.00044303555162622255
550.0,6000.0,490.0,5670.0,5500,60000,4900,56700,56.7252571,-62.1610161,56.7256668,-62.1612925,0.0004942176140135754
560.0,6000.0,500.0,5670.0,5600,60000,5000,56700,56.7271587,-62.1609669,56.7276144,-62.161267,0.0005456395330302812
570.0,6000.0,510.0,5670.0,5700,60000,5100,56700,56.7290604,-62.1609176,56.7295623,-62.1612414,0.0005972855682156246
580.0,6000.0,520.0,5670.0,5800,60000,5200,56700,56.7309622,-62.1608684,56.7315104,-62.1612158,0.0006490069337062032
590.0,6000.0,530.0,5670.0,5900,60000,5300,56700,56.7328641,-62.1608191,56.7334587,-62.1611902,0.0007009025395881527
600.0,6000.0,540.0,5660.0,6000,60000,5400,56600,56.734766,-62.1607697,56.7353083,-62.1602793,0.0007311507710473167
610.0,6000.0,550.0,5660.0,6100,60000,5500,56600,56.736668,-62.1607203,56.737257,-62.1602537,0.0007514230233365666
620.0,6000.0,560.0,5660.0,6200,60000,5600,56600,56.73857,-62.1606709,56.739206,-62.1602279,0.0007750774154866853
630.0,6000.0,570.0,5660.0,6300,60000,5700,56600,56.7404721,-62.1606215,56.7411553,-62.1602022,0.0008016075910343506
640.0,6000.0,580.0,5660.0,6400,60000,5800,56600,56.7423743,-62.1605721,56.7431047,-62.1601765,0.0008306524664420979
650.0,6000.0,590.0,5660.0,6500,60000,5900,56600,56.7442766,-62.1605226,56.7450545,-62.1601507,0.0008622285195947093
660.0,6000.0,600.0,5660.0,6600,60000,6000,56600,56.746179,-62.160473,56.7470044,-62.1601249,0.000895800630725684
670.0,6000.0,610.0,5660.0,6700,60000,6100,56600,56.7480814,-62.1604235,56.7489546,-62.160099,0.0009315462897785497
680.0,6000.0,620.0,5660.0,6800,60000,6200,56600,56.7499839,-62.1603739,56.750905,-62.1600731,0.0009689715424174972
700.0,6000.0,630.0,5660.0,7000,60000,6300,56600,56.753789,-62.1602746,56.7528557,-62.1600472,0.0009606037944957476
710.0,6000.0,640.0,5660.0,7100,60000,6400,56600,56.7556917,-62.1602249,56.7548066,-62.1600213,0.0009082152663321019
720.0,6000.0,650.0,5660.0,7200,60000,6500,56600,56.7575945,-62.1601752,56.7567577,-62.1599953,0.0008559195347711105
730.0,6000.0,660.0,5660.0,7300,60000,6600,56600,56.7594973,-62.1601254,56.7587091,-62.1599693,0.0008035088362943558
740.0,6000.0,670.0,5660.0,7400,60000,6700,56600,56.7614003,-62.1600757,56.7606607,-62.1599433,0.0007513573849994594
750.0,6000.0,680.0,5660.0,7500,60000,6800,56600,56.7633032,-62.1600259,56.7626126,-62.1599173,0.000699086775735958
760.0,6000.0,690.0,5660.0,7600,60000,6900,56600,56.7652063,-62.159976,56.7645647,-62.1598912,0.0006471797277438349
770.0,6000.0,700.0,5660.0,7700,60000,7000,56600,56.7671094,-62.1599261,56.766517,-62.1598651,0.0005955323332975619
780.0,6000.0,710.0,5660.0,7800,60000,7100,56600,56.7690126,-62.1598762,56.7684696,-62.159839,0.0005442727625010598
790.0,6000.0,720.0,5660.0,7900,60000,7200,56600,56.7709159,-62.1598263,56.7704224,-62.1598128,0.0004936846159214947
800.0,6000.0,730.0,5660.0,8000,60000,7300,56600,56.7728192,-62.1597763,56.7723754,-62.1597866,0.00044391950846904083
810.0,6000.0,740.0,5660.0,8100,60000,7400,56600,56.7747226,-62.1597263,56.7743287,-62.1597604,0.000395373266672298
820.0,6000.0,750.0,5660.0,8200,60000,7500,56600,56.7766261,-62.1596763,56.7762822,-62.1597342,0.00034874004645743203
830.0,6000.0,760.0,5660.0,8300,60000,7600,56600,56.7785297,-62.1596262,56.778236,-62.1597079,0.0003048517344556151
840.0,6000.0,770.0,5660.0,8400,60000,7700,56600,56.7804333,-62.1595761,56.78019,-62.1596816,0.00026518887608605274
850.0,6000.0,780.0,5660.0,8500,60000,7800,56600,56.782337,-62.159526,56.7821442,-62.1596553,0.00023214290857060923
860.0,6000.0,790.0,5660.0,8600,60000,7900,56600,56.7842408,-62.1594758,56.7840987,-62.1596289,0.0002088827900976369
870.0,6000.0,800.0,5660.0,8700,60000,8000,56600,56.7861446,-62.1594256,56.7860534,-62.1596025,0.0001990252496540269
880.0,6000.0,810.0,5660.0,8800,60000,8100,56600,56.7880485,-62.1593754,56.7880084,-62.1595761,0.0002046668023891921
890.0,6000.0,820.0,5660.0,8900,60000,8200,56600,56.7899525,-62.1593251,56.7899636,-62.1595496,0.00022477424229829028
900.0,6000.0,830.0,5660.0,9000,60000,8300,56600,56.7918566,-62.1592749,56.791919,-62.1595232,0.000256020799938174
910.0,6000.0,840.0,5660.0,9100,60000,8400,56600,56.7937607,-62.1592245,56.7938747,-62.1594967,0.0002951081835523358
920.0,6000.0,850.0,5660.0,9200,60000,8500,56600,56.7956649,-62.1591742,56.7958306,-62.1594701,0.0003391361083691816
930.0,6000.0,860.0,5660.0,9300,60000,8600,56600,56.7975692,-62.1591238,56.7977867,-62.1594436,0.0003867535261662905
940.0,6000.0,870.0,5660.0,9400,60000,8700,56600,56.7994735,-62.1590734,56.7997431,-62.159417,0.00043674376927676926
950.0,6000.0,880.0,5660.0,9500,60000,8800,56600,56.8013779,-62.1590229,56.8016998,-62.1593904,0.0004885446346078303
960.0,6000.0,890.0,5660.0,9600,60000,8900,56600,56.8032824,-62.1589725,56.8036566,-62.1593637,0.0005413530086729009
970.0,6000.0,900.0,5650.0,9700,60000,9000,56500,56.805187,-62.1589219,56.8055128,-62.1584518,0.0005719612312079665
980.0,6000.0,910.0,5650.0,9800,60000,9100,56500,56.8070916,-62.1588714,56.8074701,-62.1584251,0.0005851888071407747
990.0,6000.0,920.0,5650.0,9900,60000,9200,56500,56.8089963,-62.1588208,56.8094276,-62.1583984,0.0006036898624296941
1000.0,6000.0,930.0,5650.0,10000,60000,9300,56500,56.8109011,-62.1587702,56.8113854,-62.1583716,0.0006272387503927056
1010.0,6000.0,940.0,5650.0,10100,60000,9400,56500,56.8128059,-62.1587196,56.8133434,-62.1583449,0.0006552147281587447
1020.0,6000.0,950.0,5650.0,10200,60000,9500,56500,56.8147108,-62.1586689,56.8153016,-62.158318,0.0006871502383015111
1030.0,6000.0,960.0,5650.0,10300,60000,9600,56500,56.8166158,-62.1586182,56.8172601,-62.1582912,0.0007225313072774172
1040.0,6000.0,970.0,5650.0,10400,60000,9700,56500,56.8185209,-62.1585675,56.8192189,-62.1582643,0.0007610086990293651
1050.0,6000.0,980.0,5650.0,10500,60000,9800,56500,56.820426,-62.1585167,56.8211778,-62.1582374,0.0008020048191914922
1060.0,6000.0,990.0,5650.0,10600,60000,9900,56500,56.8223312,-62.1584659,56.8231371,-62.1582105,0.0008454016619298655
1070.0,6000.0,1000.0,5650.0,10700,60000,10000,56500,56.8242365,-62.1584151,56.8250965,-62.1581835,0.0008906394107633
1080.0,6000.0,1010.0,5650.0,10800,60000,10100,56500,56.8261419,-62.1583642,56.8270562,-62.1581565,0.0009375946778849456
1100.0,6000.0,1020.0,5650.0,11000,60000,10200,56500,56.8299528,-62.1582624,56.8290161,-62.1581295,0.0009460810219038917
1110.0,6000.0,1030.0,5650.0,11100,60000,10300,56500,56.8318583,-62.1582114,56.8309763,-62.1581024,0.0008887097388885824
1120.0,6000.0,1040.0,5650.0,11200,60000,10400,56500,56.833764,-62.1581604,56.8329367,-62.1580754,0.0008316551508932326
1130.0,6000.0,1050.0,5650.0,11300,60000,10500,56500,56.8356697,-62.1581094,56.8348974,-62.1580483,0.0007747131727235748
1140.0,6000.0,1060.0,5650.0,11400,60000,10600,56500,56.8375755,-62.1580584,56.8368583,-62.1580211,0.0007181692906242138
1150.0,6000.0,1070.0,5650.0,11500,60000,10700,56500,56.8394813,-62.1580073,56.8388194,-62.1579939,0.0006620356259339296
